mysql> use axp2333;
No connection. Trying to reconnect...
Connection id:    83
Current database: *** NONE ***

Database changed
mysql> SELECT * FROM SCOUTING;
+------------+--------+-------+------------+---------------------+---------+-----------+----------+----------------------+----------------+------------------+-----------------+------------------------+---------------+--------------------+
| gameId     | playId | nflId | pff_role   | pff_positionLinedUp | pff_hit | pff_hurry | pff_sack | pff_beatenByDefender | pff_hitAllowed | pff_hurryAllowed | pff_sackAllowed | pff_nflIdBlockedPlayer | pff_blockType | pff_backFieldBlock |
| 2021090900 |    509 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46185                  | PP            | 0                  |
| 2021090900 |    509 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53621                  | PP            | 0                  |
| 2021090900 |    509 | 43306 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 44816 | Pass Route | HB-L                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 44892 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 44896 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 44904 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 44962 | Coverage   | FSL                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | PP            | 0                  |
| 2021090900 |    509 | 46185 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 47996 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44892                  | PP            | 0                  |
| 2021090900 |    509 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 53441 | Coverage   | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    509 | 53621 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 35481 | Pass Route | TE-iR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | PP            | 0                  |
| 2021090900 |    559 | 41263 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 1                    | 0              | 0                | 0               | 42403                  | PP            | 0                  |
| 2021090900 |    559 | 42403 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 1                    | 0              | 0                | 0               | 53504                  | PP            | 0                  |
| 2021090900 |    559 | 43323 | Coverage   | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 43533 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 44816 | Pass Route | HB-L                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 44831 | Pass Route | TE-oR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 44896 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 44955 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 44962 | Coverage   | FSL                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 46088 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44955                  | PP            | 0                  |
| 2021090900 |    559 | 47991 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 47996 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | SW            | 0                  |
| 2021090900 |    559 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    559 | 53504 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 35481 | Pass Block | TE-R                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | PA            | 0                  |
| 2021090900 |    583 | 35634 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44955                  | PA            | 0                  |
| 2021090900 |    583 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 41263 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 41363 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 42403                  | PA            | 0                  |
| 2021090900 |    583 | 42403 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | CL            | 0                  |
| 2021090900 |    583 | 43323 | Coverage   | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 43478 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 44816 | Pass Block | HB-L                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | BH            | 1                  |
| 2021090900 |    583 | 44896 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 44904 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 44955 | Pass Rush  | NRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 44962 | Coverage   | SSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | PT            | 0                  |
| 2021090900 |    583 | 47996 | Coverage   | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | PA            | 0                  |
| 2021090900 |    583 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    583 | 53441 | Coverage   | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 35441 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 35454 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | PP            | 0                  |
| 2021090900 |    687 | 38588 | Coverage   | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 40074 | Pass Rush  | REO                 | 0       | 1         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 41915 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 42347 | Pass Route | SRWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41915                  | PP            | 0                  |
| 2021090900 |    687 | 43293 | Pass Route | HB-L                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 45532 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 46081 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PP            | 0                  |
| 2021090900 |    687 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 46150 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 46206 | Pass Route | TE-L                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 47788 | Coverage   | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 47822 | Coverage   | SCBL                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 1                    | 0              | 0                | 0               | 46081                  | PP            | 0                  |
| 2021090900 |    687 | 47882 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 52453 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    687 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 1                | 0               | 35441                  | SW            | 0                  |
| 2021090900 |    735 | 35441 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 35454 | Pass Rush  | REO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PA            | 0                  |
| 2021090900 |    735 | 38588 | Coverage   | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 41915 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 42347 | Pass Route | SRoWR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PA            | 0                  |
| 2021090900 |    735 | 43293 | Pass Route | HB-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 45532 | Pass Route | TE-L                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 46081 | Pass Rush  | NLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PT            | 0                  |
| 2021090900 |    735 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 46150 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 47788 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 47822 | Coverage   | SCBoL               | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | UP            | 0                  |
| 2021090900 |    735 | 47877 | Coverage   | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 47882 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 52425 | Pass Block | SRiWR               | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | NA                     | NA            | NA                 |
| 2021090900 |    735 | 52453 | Coverage   | FSL                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    735 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | SR            | 0                  |
| 2021090900 |    764 | 34777 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 35454 | Pass Rush  | REO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | PA            | 0                  |
| 2021090900 |    764 | 38588 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 42347 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 34777                  | PA            | 0                  |
| 2021090900 |    764 | 43293 | Pass Route | HB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 45532 | Pass Route | TE-R                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53461                  | SR            | 0                  |
| 2021090900 |    764 | 46081 | Pass Rush  | NRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | NA                     | NB            | 0                  |
| 2021090900 |    764 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 46150 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 47788 | Coverage   | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 47822 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PA            | 0                  |
| 2021090900 |    764 | 47877 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 47882 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 52425 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 52453 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    764 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PA            | 0                  |
| 2021090900 |    764 | 53461 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 34777 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 35454 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | PP            | 0                  |
| 2021090900 |    788 | 38588 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 40074 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 42560 | Pass Rush  | NT                  | 1       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 1                    | 0              | 0                | 0               | 53461                  | PP            | 0                  |
| 2021090900 |    788 | 43293 | Pass Route | HB-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 45532 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 40074                  | PP            | 0                  |
| 2021090900 |    788 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 46150 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 46206 | Pass Route | SRWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 47788 | Pass Rush  | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 47822 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 34777                  | PP            | 0                  |
| 2021090900 |    788 | 47882 | Coverage   | SCBL                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 52425 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 52453 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    788 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 1              | 0                | 0               | 42560                  | PP            | 0                  |
| 2021090900 |    788 | 53461 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 35481 | Pass Block | TE-R                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44892                  | PA            | 0                  |
| 2021090900 |    869 | 35634 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53621                  | PA            | 0                  |
| 2021090900 |    869 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 41363 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53441                  | PP            | 0                  |
| 2021090900 |    869 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46185                  | PA            | 0                  |
| 2021090900 |    869 | 43306 | Coverage   | MLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 43533 | Coverage   | SS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 44892 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 44896 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 44904 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 44962 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 46107 | Pass Route | HB                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46185                  | BH            | 1                  |
| 2021090900 |    869 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53621                  | PA            | 0                  |
| 2021090900 |    869 | 46185 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | PA            | 0                  |
| 2021090900 |    869 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 53441 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    869 | 53621 | Pass Rush  | NT                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 35481 | Pass Route | TE-iR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | CL            | 0                  |
| 2021090900 |    925 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 41363 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 42033 | Pass Route | TE-oR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 1                | 0               | 46185                  | PP            | 0                  |
| 2021090900 |    925 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53621                  | PP            | 0                  |
| 2021090900 |    925 | 43306 | Coverage   | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 43478 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 43533 | Coverage   | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 44816 | Pass Route | HB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 44892 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 44896 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 44904 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 44962 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    925 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | PP            | 0                  |
