mysql> SELECT * FROM PLAYERS;
+-------+--------+--------+------------+--------------------------------+------------------+----------------------------+
| nflId | height | weight | birthDate  | collegeName                    | officialPosition | displayName                |
| 43300 | 10-May |    204 | 6/3/1995   | Florida                        | CB               | Vernon Hargreaves          |
| 43301 | 2-Jun  |    305 | 4/2/1994   | Louisville                     | DT               | Sheldon Rankins            |
| 43302 | 5-Jun  |    313 | 8/2/1994   | Mississippi                    | T                | Laremy Tunsil              |
| 43303 | 10-May |    200 | 9/8/1993   | West Virginia                  | SS               | Karl Joseph                |
| 43306 | 1-Jun  |    216 | 7/26/1995  | Florida                        | MLB              | Keanu Neal                 |
| 43307 | 4-Jun  |    309 | 5/30/1993  | Alabama                        | C                | Ryan Kelly                 |
| 43308 | 3-Jun  |    267 | 6/17/1994  | Clemson                        | DE               | Shaq Lawson                |
| 43310 | Jun-00 |    184 | 4/16/1994  | Notre Dame                     | WR               | Will Fuller                |
| 43312 | 2-Jun  |    215 | 6/14/1995  | Mississippi                    | WR               | Laquon Treadwell           |
| 43313 | Jun-00 |    196 | 10/27/1992 | Houston                        | CB               | William Jackson            |
| 43316 | 3-Jun  |    314 | 10/4/1995  | UCLA                           | NT               | Kenny Clark                |
| 43318 | 4-Jun  |    296 | 9/19/1994  | Mississippi                    | DT               | Robert Nkemdiche           |
| 43319 | 4-Jun  |    330 | 6/14/1994  | Louisiana Tech                 | DT               | Vernon Butler              |
| 43320 | 5-Jun  |    325 | 6/2/1994   | Texas A&amp;M                  | T                | Germain Ifedi              |
| 43321 | 4-Jun  |    275 | 11/6/1993  | Oklahoma State                 | DE               | Emmanuel Ogbah             |
| 43323 | 2-Jun  |    245 | 6/14/1995  | Notre Dame                     | MLB              | Jaylon Smith               |
| 43324 | 5-Jun  |    250 | 12/7/1994  | Arkansas                       | TE               | Hunter Henry               |
| 43325 | 1-Jun  |    244 | 9/3/1995   | UCLA                           | MLB              | Myles Jack                 |
| 43326 | 6-Jun  |    308 | 7/3/1994   | Mississippi State              | DT               | Chris Jones                |
| 43327 | 1-Jun  |    200 | 7/4/1993   | Baylor                         | CB               | Xavien Howard              |
| 43329 | 10-May |    201 | 2/10/1993  | Oklahoma                       | WR               | Sterling Shepard           |
| 43330 | 2-Jun  |    252 | 9/23/1993  | Alabama                        | ILB              | Reggie Ragland             |
| 43332 | 4-Jun  |    314 | 5/8/1994   | Penn State                     | NT               | Austin Johnson             |
| 43333 | 5-Jun  |    287 | 5/11/1994  | Illinois                       | OLB              | Jihad Ward                 |
| 43334 | 3-Jun  |    247 | 1/4/1994   | Alabama                        | RB               | Derrick Henry              |
| 43335 | 4-Jun  |    330 | 3/21/1995  | Alabama                        | DT               | A'Shawn Robinson           |
| 43337 | 6-Jun  |    301 | 5/17/1994  | Indiana                        | T                | Jason Spriggs              |
| 43338 | 3-Jun  |    306 | 12/16/1992 | Alabama                        | DT               | Jarran Reed                |
| 43341 | 1-Jun  |    227 | 11/4/1994  | Louisiana State                | ILB              | Deion Jones                |
| 43343 | 10-May |    192 | 11/12/1993 | Clemson                        | CB               | Mackensie Alexander        |
| 43344 | 2-Jun  |    203 | 11/15/1994 | Pittsburgh                     | WR               | Tyler Boyd                 |
| 43345 | 3-Jun  |    309 | 7/11/1992  | Kansas State                   | G                | Cody Whitehair             |
| 43346 | 3-Jun  |    215 | 3/15/1995  | Clemson                        | CB               | T.J. Green                 |
| 43347 | 1-Jun  |    202 | 10/23/1993 | Maryland                       | FS               | Sean Davis                 |
| 43350 | 11-May |    205 | 12/12/1994 | Ohio State                     | SS               | Vonn Bell                  |
| 43351 | 1-Jun  |    212 | 8/4/1993   | Samford                        | CB               | James Bradberry            |
| 43352 | 4-Jun  |    287 | 9/23/1992  | Georgia Tech                   | DE               | Adam Gotsis                |
| 43353 | 11-May |    212 | 8/17/1993  | Middle Tennessee               | FS               | Kevin Byard                |
| 43354 | 7-Jun  |    275 | 4/12/1993  | Penn State                     | DE               | Carl Nassib                |
| 43356 | 2-Jun  |    308 | 4/8/1995   | Nebraska                       | DT               | Maliek Collins             |
| 43358 | 2-Jun  |    246 | 3/31/1995  | Maryland                       | DE               | Yannick Ngakoue            |
| 43361 | 3-Jun  |    296 | 10/22/1993 | Florida                        | DE               | Jonathan Bullard           |
| 43362 | 1-Jun  |    211 | 1/26/1994  | Alabama                        | RB               | Kenyan Drake               |
| 43366 | 1-Jun  |    215 | 2/22/1995  | West Virginia                  | CB               | Daryl Worley               |
| 43367 | 5-Jun  |    308 | 11/18/1992 | North Carolina State           | G                | Joe Thuney                 |
| 43368 | 4-Jun  |    303 | 10/29/1993 | Oregon State                   | G                | Isaac Seumalo              |
| 43370 | 4-Jun  |    254 | 10/29/1994 | Stanford                       | TE               | Austin Hooper              |
| 43372 | 3-Jun  |    259 | 7/1/1994   | Georgia                        | DE               | Jordan Jenkins             |
| 43373 | 11-May |    198 | 2/13/1995  | Virginia Tech                  | CB               | Kendall Fuller             |
| 43376 | 2-Jun  |    235 | 8/20/1993  | Utah State                     | OLB              | Nick Vigil                 |
| 43377 | 5-Jun  |    245 | 11/25/1991 | Utah State                     | OLB              | Kyler Fackrell             |
| 43378 | 2-Jun  |    305 | 2/7/1993   | South Carolina State           | DT               | Javon Hargrave             |
| 43380 | 4-Jun  |    235 | 12/11/1992 | North Carolina State           | QB               | Jacoby Brissett            |
| 43384 | 6-Jun  |    310 | 8/19/1992  | Michigan                       | G                | Graham Glasgow             |
| 43387 | 2-Jun  |    202 | 11/19/1993 | Boston College                 | FS               | Justin Simmons             |
| 43388 | 1-Jun  |    245 | 11/6/1993  | Wisconsin                      | ILB              | Joe Schobert               |
| 43392 | 1-Jun  |    294 | 7/1/1994   | Notre Dame                     | DT               | Sheldon Day                |
| 43393 | 9-May  |    185 | 3/14/1994  | Temple                         | CB               | Tavon Young                |
| 43395 | 11-May |    199 | 1/7/1994   | Minnesota                      | FS               | Eric Murray                |
| 43396 | 1-Jun  |    200 | 6/16/1993  | Cincinnati                     | WR               | Chris Moore                |
| 43397 | 11-May |    190 | 9/7/1993   | North Carolina Central         | CB               | Ryan Smith                 |
| 43399 | 6-Jun  |    257 | 1/1/1993   | Western Kentucky               | TE               | Tyler Higbee               |
| 43400 | 2-Jun  |    222 | 5/10/1993  | Southern Utah                  | FS               | Miles Killebrew            |
| 43402 | 2-Jun  |    242 | 5/26/1993  | West Virginia                  | ILB              | Nick Kwiatkoski            |
| 43404 | 4-Jun  |    232 | 7/1/1993   | Minnesota                      | ILB              | De'Vondre Campbell         |
| 43405 | 3-Jun  |    305 | 11/2/1994  | Texas                          | DT               | Hassan Ridgeway            |
| 43407 | Jun-00 |    212 | 8/4/1993   | North Carolina State           | SS               | Juston Burris              |
| 43409 | 4-Jun  |    300 | 11/13/1992 | Manitoba, Can.                 | DT               | David Onyemata             |
| 43411 | 1-Jun  |    328 | 3/6/1995   | Baylor                         | DT               | Andrew Billings            |
| 43413 | Jun-00 |    200 | 8/14/1993  | Miami                          | SS               | Deon Bush                  |
| 43415 | 1-Jun  |    203 | 9/21/1994  | Florida                        | WR               | Demarcus Robinson          |
| 43420 | 2-Jun  |    237 | 1/9/1994   | Stanford                       | ILB              | Blake Martinez             |
| 43422 | 1-Jun  |    177 | 7/23/1995  | Louisiana State                | CB               | Rashard Robinson           |
| 43424 | 2-Jun  |    238 | 7/29/1993  | Mississippi State              | QB               | Dak Prescott               |
| 43425 | 11-May |    219 | 5/27/1992  | Utah                           | RB               | Devontae Booker            |
| 43426 | 6-Jun  |    296 | 6/9/1994   | Northwestern                   | DE               | Dean Lowry                 |
| 43429 | 2-Jun  |    194 | 12/23/1994 | Massachusetts                  | WR               | Tajae Sharpe               |
| 43433 | 4-Jun  |    306 | 4/27/1993  | Missouri                       | C                | Connor McGovern            |
| 43435 | 3-Jun  |    261 | 8/15/1992  | Grand Valley State             | OLB              | Matt Judon                 |
| 43436 | 4-Jun  |    291 | 3/31/1993  | Maryland                       | DT               | Quinton Jefferson          |
| 43439 | Jun-00 |    224 | 11/2/1994  | Indiana                        | RB               | Jordan Howard              |
| 43441 | 3-Jun  |    310 | 1/11/1994  | Temple                         | DT               | Matt Ioannidis             |
| 43444 | 6-Jun  |    298 | 3/11/1993  | North Dakota State             | T                | Joe Haeg                   |
| 43447 | 5-Jun  |    324 | 2/6/1992   | South Carolina                 | T                | Brandon Shell              |
| 43453 | 6-Jun  |    320 | 6/16/1993  | Texas Christian                | G                | Halapoulivaati Vaitai      |
| 43454 | 10-May |    185 | 3/1/1994   | West Alabama                   | WR               | Tyreek Hill                |
| 43455 | 3-Jun  |    347 | 7/1/1994   | Clemson                        | NT               | D.J. Reader                |
| 43456 | 11-May |    207 | 10/27/1994 | Midwestern State               | SS               | Marqui Christian           |
| 43460 | 10-May |    210 | 8/26/1994  | Arkansas                       | RB               | Alex Collins               |
| 43461 | 1-Jun  |    198 | 10/7/1994  | Colorado State                 | WR               | Rashard Higgins            |
| 43465 | 1-Jun  |    238 | 5/23/1993  | Nebraska                       | FB               | Andy Janovich              |
| 43474 | Jun-00 |    202 | 4/13/1993  | William &amp; Mary             | FS               | DeAndre Houston-Carson     |
| 43475 | 7-May  |    169 | 10/30/1992 | Texas Tech                     | WR               | Jakeem Grant               |
| 43478 | 11-May |    196 | 12/15/1993 | Purdue                         | CB               | Anthony Brown              |
| 43484 | 5-Jun  |    314 | 9/11/1993  | San Jose State                 | G                | Wes Schweitzer             |
| 43487 | 2-Jun  |    234 | 11/7/1992  | Wisconsin                      | FB               | Derek Watt                 |
| 43490 | 2-Jun  |    209 | 9/5/1992   | Arkansas                       | QB               | Brandon Allen              |
| 43495 | 1-Jun  |    189 | 8/16/1994  | Southern Mississippi           | WR               | Mike Thomas                |
| 43497 | 2-Jun  |    230 | 5/16/1994  | Eastern Illinois               | ILB              | Kamu Grugier-Hill          |
| 43498 | 1-Jun  |    193 | 5/26/1994  | Virginia                       | CB               | Maurice Canady             |
| 43503 | Jun-00 |    238 | 4/22/1994  | Houston                        | ILB              | Elandon Roberts            |
| 43507 | Jun-00 |    185 | 11/30/1993 | USC                            | CB               | Kevon Seymour              |
| 43510 | 4-Jun  |    305 | 3/15/1993  | Illinois                       | C                | Ted Karras                 |
| 43516 | 5-Jun  |    265 | 3/19/1994  | Vanderbilt                     | OLB              | Stephen Weatherly          |
| 43522 | Jun-00 |    191 | 4/6/1994   | Louisiana State                | CB               | Jalen Mills                |
| 43525 | 1-Jun  |    223 | 4/24/1994  | Washington                     | RB               | Dwayne Washington          |
| 43533 | 4-Jun  |    215 | 2/11/1994  | Clemson                        | FS               | Jayron Kearse              |
| 43535 | 1-Jun  |    235 | 12/22/1992 | Temple                         | MLB              | Tyler Matakevich           |
| 43540 | 2-Jun  |    236 | 12/11/1992 | Oregon                         | ILB              | Joe Walker                 |
| 43556 | Jun-00 |    184 | 1/12/1994  | Grambling State                | WR               | Chester Rogers             |
| 43584 | 8-May  |    182 | 8/8/1994   | Holy Cross                     | WR               | Kalif Raymond              |
| 43586 | 5-Jun  |    322 | 7/19/1992  | Western Kentucky               | T                | George Fant                |
| 43616 | 11-May |    209 | 7/15/1992  | Notre Dame                     | FS               | Matthias Farley            |
| 43638 | 3-Jun  |    292 | 10/23/1992 | Ferris State                   | DT               | Justin Zimmer              |
| 43640 | 6-Jun  |    313 | 1/12/1992  | Southern Mississippi           | T                | Rashod Hill                |
| 43641 | 9-May  |    184 | 3/9/1994   | Mississippi                    | CB               | Mike Hilton                |
| 43645 | 2-Jun  |    210 | 2/9/1994   | Michigan                       | SS               | Jarrod Wilson              |
| 43648 | 5-Jun  |    315 | 4/19/1993  | Cincinnati                     | T                | Justin Murray              |
| 43663 | Jun-00 |    195 | 11/6/1992  | Wisconsin                      | WR               | Alex Erickson              |
| 43694 | Jun-00 |    340 | 11/6/1992  | Samford                        | NT               | Michael Pierce             |
| 43695 | 3-Jun  |    313 | 2/17/1993  | Duke                           | C                | Matt Skura                 |
| 43698 | 3-Jun  |    315 | 12/20/1992 | Mississippi                    | DT               | Woodrow Hamilton           |
| 43700 | 10-May |    190 | 9/20/1993  | Auburn                         | CB               | Jonathan Jones             |
| 43712 | Jun-00 |    198 | 10/14/1991 | Florida Atlantic               | CB               | Sharrod Neasman            |
| 43722 | 10-May |    195 | 8/15/1993  | Arkansas State                 | RB               | J.D. McKissic              |
| 43746 | 3-Jun  |    202 | 1/18/1994  | Illinois                       | WR               | Geronimo Allison           |
| 43757 | 11-May |    202 | 10/28/1992 | Connecticut                    | SS               | Andrew Adams               |
| 43761 | 9-May  |    158 | 1/28/1994  | Boise State                    | CB               | Donte Deayon               |
| 43775 | 4-Jun  |    263 | 6/17/1995  | Notre Dame                     | OLB              | Romeo Okwara               |
| 43787 | 5-Jun  |    294 | 7/23/1993  | Texas-El Paso                  | DT               | Roy Robertson-Harris       |
| 43791 | 3-Jun  |    275 | 9/12/1994  | Colorado State-Pueblo          | DE               | Morgan Fox                 |
| 43797 | 3-Jun  |    228 | 11/18/1993 | Washington                     | OLB              | Cory Littleton             |
| 43808 | 3-Jun  |    190 | 5/9/1993   | Temple                         | WR               | Robby Anderson             |
| 43821 | 4-Jun  |    299 | 9/10/1992  | UCLA                           | C                | Jake Brendel               |
| 43845 | 3-Jun  |    230 | 1/30/1993  | California                     | TE               | Stephen Anderson           |
| 43854 | 4-Jun  |    263 | 7/31/1993  | Stanford                       | OLB              | Brennan Scarlett           |
| 43861 | 11-May |    225 | 2/27/1994  | Auburn                         | RB               | Peyton Barber              |
| 43880 | 2-Jun  |    234 | 8/17/1993  | Idaho                          | RB               | Elijhaa Penny              |
| 43938 | 1-Jun  |    318 | 1/3/1993   | Southern California            | DT               | Antwaun Woods              |
| 43971 | 11-May |    235 | 7/22/1993  | Augustana, S.D.                | FB               | C.J. Ham                   |
| 43986 | Jun-00 |    190 | 1/24/1993  | South Carolina State           | CB               | Antonio Hamilton           |
| 44003 | 1-Jun  |    207 | 8/5/1994   | Texas                          | WR               | Marcus Johnson             |
| 44009 | 3-Jun  |    240 | 8/28/1993  | Pittsburgh                     | TE               | J.P. Holtz                 |
| 44029 | 11-May |    170 | 4/21/1994  | Washington                     | WR               | Jaydon Mickens             |
| 44045 | 8-May  |    207 | 10/15/1993 | Southern Mississippi           | RB               | Jalen Richard              |
| 44068 | 3-Jun  |    313 | 7/30/1993  | Duke                           | G                | Lucas Patrick              |
| 44075 | 4-Jun  |    240 | 3/4/1994   | Air Force                      | TE               | Garrett Griffin            |
| 44123 | 2-Jun  |    215 | 3/25/1993  | Concordia, Minn                | WR               | Brandon Zylstra            |
| 44174 | 1-Jun  |    236 | 2/22/1993  | Texas Tech                     | ILB              | Sam Eguavoen               |
| 44202 | Jun-00 |    200 | 6/14/1993  | Regina, Can.                   | CB               | Tevaughn Campbell          |
| 44767 | 9-May  |    183 | 12/5/1993  | Louisiana State                | WR               | Cyril Grayson              |
| 44792 | 5-Jun  |    267 | 9/19/1993  | Virginia Commonwealth          | TE               | Mo Alie-Cox                |
| 44813 | 4-Jun  |    272 | 12/29/1995 | Texas A&amp;M                  | DE               | Myles Garrett              |
| 44814 | 2-Jun  |    215 | 8/20/1994  | North Carolina                 | QB               | Mitchell Trubisky          |
| 44815 | 2-Jun  |    280 | 8/26/1995  | Stanford                       | DT               | Solomon Thomas             |
| 44816 | Jun-00 |    228 | 1/18/1995  | Louisiana State                | RB               | Leonard Fournette          |
| 44817 | 3-Jun  |    209 | 1/11/1995  | Western Michigan               | WR               | Corey Davis                |
| 44818 | 1-Jun  |    213 | 10/17/1995 | Louisiana State                | SS               | Jamal Adams                |
| 44819 | 4-Jun  |    218 | 10/4/1994  | Clemson                        | WR               | Mike Williams              |
| 44820 | 11-May |    205 | 6/7/1996   | Stanford                       | RB               | Christian McCaffrey        |
| 44821 | 11-May |    194 | 11/27/1995 | Washington                     | WR               | John Ross                  |
| 44822 | 3-Jun  |    230 | 9/17/1995  | Texas Tech                     | QB               | Patrick Mahomes            |
| 44823 | Jun-00 |    192 | 5/20/1996  | Ohio State                     | CB               | Marshon Lattimore          |
| 44825 | 1-Jun  |    235 | 9/22/1994  | Temple                         | OLB              | Haason Reddick             |
| 44826 | 3-Jun  |    259 | 6/25/1996  | Tennessee                      | DE               | Derek Barnett              |
| 44827 | 1-Jun  |    212 | 4/2/1996   | Ohio State                     | FS               | Malik Hooker               |
| 44828 | Jun-00 |    197 | 7/8/1996   | Alabama                        | CB               | Marlon Humphrey            |
| 44829 | 3-Jun  |    300 | 1/16/1995  | Alabama                        | DT               | Jonathan Allen             |
| 44830 | 11-May |    185 | 9/18/1995  | Southern California            | CB               | Adoree' Jackson            |
| 44831 | 6-Jun  |    250 | 11/18/1994 | Alabama                        | TE               | O.J. Howard                |
| 44832 | 5-Jun  |    300 | 5/27/1992  | Utah                           | T                | Garett Bolles              |
| 44833 | 1-Jun  |    245 | 11/16/1994 | Florida                        | MLB              | Jarrad Davis               |
| 44834 | 3-Jun  |    250 | 3/6/1995   | Missouri                       | OLB              | Charles Harris             |
| 44835 | 3-Jun  |    240 | 9/2/1994   | Mississippi                    | TE               | Evan Engram                |
| 44837 | 11-May |    213 | 10/4/1995  | Michigan                       | SS               | Jabrill Peppers            |
| 44838 | 2-Jun  |    265 | 11/2/1995  | UCLA                           | DE               | Takkarist McKinley         |
| 44839 | 11-May |    192 | 1/16/1995  | Louisiana State                | CB               | Tre'Davious White          |
| 44840 | 6-Jun  |    270 | 11/7/1994  | Michigan                       | DE               | Taco Charlton              |
| 44841 | 4-Jun  |    246 | 7/10/1996  | Miami                          | TE               | David Njoku                |
| 44842 | 4-Jun  |    252 | 10/11/1994 | Wisconsin                      | OLB              | T.J. Watt                  |
| 44844 | 6-Jun  |    314 | 4/22/1994  | Wisconsin                      | T                | Ryan Ramczyk               |
| 44845 | 3-Jun  |    200 | 5/5/1995   | Washington                     | CB               | Kevin King                 |
| 44846 | 6-Jun  |    320 | 10/9/1995  | Alabama                        | T                | Cam Robinson               |
| 44847 | 6-Jun  |    299 | 6/20/1996  | Michigan State                 | DT               | Malik McDowell             |
| 44848 | 10-May |    195 | 1/10/1996  | Washington                     | SS               | Budda Baker                |
| 44849 | 2-Jun  |    200 | 3/30/1995  | East Carolina                  | WR               | Zay Jones                  |
| 44851 | Jun-00 |    207 | 3/9/1993   | Florida                        | FS               | Marcus Maye                |
| 44852 | 11-May |    195 | 8/11/1996  | Ohio State                     | WR               | Curtis Samuel              |
| 44853 | 10-May |    210 | 8/10/1995  | Florida State                  | RB               | Dalvin Cook                |
| 44854 | 1-Jun  |    195 | 9/8/1996   | Utah                           | FS               | Marcus Williams            |
| 44855 | Jun-00 |    181 | 5/21/1996  | Washington                     | CB               | Sidney Jones               |
| 44856 | 3-Jun  |    240 | 6/25/1994  | South Alabama                  | TE               | Gerald Everett             |
| 44857 | 6-Jun  |    257 | 10/24/1994 | Ashland                        | TE               | Adam Shaheen               |
| 44859 | 3-Jun  |    240 | 5/23/1995  | Houston                        | OLB              | Tyus Bowser                |
| 44860 | 1-Jun  |    220 | 7/24/1996  | Oklahoma                       | RB               | Joe Mixon                  |
| 44863 | 4-Jun  |    280 | 9/30/1994  | Florida State                  | DE               | DeMarcus Walker            |
| 44865 | Jun-00 |    191 | 12/31/1995 | Florida                        | FS               | Teez Tabor                 |
| 44867 | 3-Jun  |    318 | 2/28/1994  | Alabama                        | DT               | Dalvin Tomlinson           |
| 44869 | 3-Jun  |    238 | 12/2/1994  | Vanderbilt                     | ILB              | Zach Cunningham            |
| 44870 | 6-Jun  |    320 | 8/5/1995   | Louisiana State                | C                | Ethan Pocic                |
| 44871 | 7-Jun  |    289 | 6/14/1994  | Villanova                      | DE               | Tanoh Kpassagnon           |
| 44872 | Jun-00 |    202 | 5/24/1995  | Colorado                       | CB               | Chidobe Awuzie             |
| 44874 | 1-Jun  |    215 | 11/22/1996 | Southern California            | WR               | JuJu Smith-Schuster        |
| 44875 | 5-Jun  |    320 | 4/26/1994  | Temple                         | T                | Dion Dawkins               |
| 44876 | 5-Jun  |    325 | 3/18/1994  | Western Michigan               | T                | Taylor Moton               |
| 44877 | 3-Jun  |    305 | 6/3/1994   | North Carolina-Charlotte       | DT               | Larry Ogunjobi             |
| 44878 | 2-Jun  |    195 | 3/21/1995  | Colorado                       | CB               | Ahkello Witherspoon        |
| 44879 | 10-May |    215 | 7/25/1995  | Tennessee                      | RB               | Alvin Kamara               |
| 44880 | 3-Jun  |    264 | 3/2/1995   | Illinois                       | DE               | Dawuane Smoot              |
| 44881 | 2-Jun  |    208 | 6/15/1993  | Eastern Washington             | WR               | Cooper Kupp                |
| 44882 | 3-Jun  |    303 | 7/6/1994   | Ohio State                     | C                | Pat Elflein                |
| 44885 | 4-Jun  |    270 | 5/2/1995   | Kansas State                   | DE               | Jordan Willis              |
| 44886 | 5-Jun  |    300 | 8/25/1993  | Michigan                       | DE               | Chris Wormley              |
| 44887 | 1-Jun  |    230 | 8/9/1994   | Louisiana State                | ILB              | Duke Riley                 |
| 44888 | 3-Jun  |    240 | 9/22/1994  | Florida                        | ILB              | Alex Anzalone              |
| 44892 | 4-Jun  |    266 | 3/18/1994  | Ohio                           | DE               | Tarell Basham              |
| 44893 | Jun-00 |    204 | 4/9/1994   | UCLA                           | CB               | Fabian Moreau              |
| 44896 | 1-Jun  |    209 | 2/27/1996  | Penn State                     | WR               | Chris Godwin               |
| 44898 | 11-May |    216 | 8/6/1995   | Toledo                         | RB               | Kareem Hunt                |
| 44902 | Jun-00 |    198 | 7/20/1995  | Central Florida                | CB               | Shaquill Griffin           |
| 44903 | Jun-00 |    209 | 12/19/1995 | Boston College                 | FS               | John Johnson               |
| 44904 | 10-May |    195 | 8/31/1995  | Michigan                       | CB               | Jourdan Lewis              |
| 44905 | 4-Jun  |    304 | 7/24/1995  | Auburn                         | DE               | Montravius Adams           |
| 44906 | 11-May |    188 | 2/27/1995  | Tennessee                      | CB               | Cameron Sutton             |
| 44908 | 4-Jun  |    213 | 11/3/1993  | Northern Illinois              | WR               | Kenny Golladay             |
| 44911 | 2-Jun  |    209 | 8/29/1995  | West Virginia                  | CB               | Rasul Douglas              |
| 44912 | 3-Jun  |    248 | 8/22/1995  | Florida International          | TE               | Jonnu Smith                |
| 44915 | 4-Jun  |    270 | 12/5/1994  | Florida Atlantic               | DE               | Trey Hendrickson           |
| 44917 | 1-Jun  |    233 | 5/5/1995   | Pittsburgh                     | RB               | James Conner               |
| 44922 | 3-Jun  |    316 | 7/12/1994  | Iowa                           | DT               | Jaleel Johnson             |
| 44923 | Jun-00 |    176 | 11/21/1993 | Oklahoma                       | WR               | Dede Westbrook             |
| 44925 | Jun-00 |    202 | 12/10/1993 | Alabama                        | SS               | Eddie Jackson              |
| 44926 | 1-Jun  |    220 | 1/25/1994  | Miami                          | SS               | Rayshawn Jenkins           |
| 44927 | 11-May |    240 | 9/16/1995  | Oklahoma                       | RB               | Samaje Perine              |
| 44930 | 3-Jun  |    196 | 2/16/1995  | Texas A&amp;M                  | WR               | Josh Reynolds              |
| 44931 | 4-Jun  |    221 | 9/16/1993  | North Carolina                 | WR               | Mack Hollins               |
| 44937 | Jun-00 |    233 | 1/31/1995  | Tennessee                      | OLB              | Jalen Reeves-Maybin        |
| 44938 | 3-Jun  |    245 | 5/9/1995   | Eastern Washington             | DE               | Samson Ebukam              |
| 44942 | 6-Jun  |    330 | 10/21/1995 | Florida                        | T                | David Sharpe               |
| 44943 | 7-Jun  |    325 | 1/9/1995   | Bucknell                       | T                | Julien Davenport           |
| 44944 | 5-Jun  |    275 | 7/26/1994  | Arkansas                       | DE               | Deatrich Wise              |
| 44947 | Jun-00 |    213 | 4/3/1995   | Brigham Young                  | RB               | Jamaal Williams            |
| 44949 | 4-Jun  |    284 | 3/28/1995  | Oregon State                   | G                | Sean Harlow                |
| 44953 | Jun-00 |    210 | 10/1/1994  | Clemson                        | RB               | Wayne Gallman              |
| 44955 | 3-Jun  |    297 | 12/5/1993  | Clemson                        | DE               | Carlos Watkins             |
| 44956 | Jun-00 |    210 | 3/7/1996   | South Florida                  | RB               | Marlon Mack                |
| 44957 | 4-Jun  |    315 | 10/20/1993 | Albany State, Ga.              | DT               | Grover Stewart             |
| 44959 | 4-Jun  |    250 | 10/9/1993  | Iowa                           | TE               | George Kittle              |
| 44962 | 11-May |    190 | 6/5/1993   | San Diego State                | SS               | Damontae Kazee             |
| 44964 | 10-May |    201 | 12/14/1994 | Iowa                           | CB               | Desmond King               |
| 44967 | 5-Jun  |    255 | 8/10/1994  | Arkansas                       | TE               | Jeremy Sprinkle            |
| 44968 | Jun-00 |    226 | 2/26/1995  | UCLA                           | ILB              | Jayon Brown                |
| 44970 | 7-Jun  |    312 | 9/14/1993  | Vanderbilt                     | T                | Will Holden                |
| 44971 | Jun-00 |    185 | 6/30/1994  | Temple                         | CB               | Nate Hairston              |
| 44972 | 4-Jun  |    335 | 12/13/1994 | Texas A&amp;M                  | G                | Jermaine Eluemunor         |
| 44974 | 1-Jun  |    230 | 8/8/1995   | Northwestern                   | MLB              | Anthony Walker             |
| 44975 | 9-May  |    205 | 12/26/1995 | Boise State                    | RB               | Jeremy McNichols           |
| 44976 | Jun-00 |    223 | 7/28/1994  | Boston College                 | OLB              | Matt Milano                |
| 44978 | 10-May |    190 | 4/3/1995   | San Diego                      | WR               | Jamal Agnew                |
| 44984 | 2-Jun  |    225 | 5/4/1994   | Pittsburgh                     | QB               | Nathan Peterman            |
| 44985 | 8-May  |    173 | 4/9/1995   | Georgia                        | WR               | Isaiah McKenzie            |
| 44987 | 5-Jun  |    253 | 5/1/1994   | Drake                          | TE               | Eric Saubert               |
| 44991 | 3-Jun  |    311 | 11/11/1994 | Louisiana State                | NT               | Davon Godchaux             |
| 44995 | 9-May  |    208 | 12/2/1994  | Texas-El Paso                  | RB               | Aaron Jones                |
| 44999 | Jun-00 |    205 | 4/19/1995  | Virginia Tech                  | SS               | Chuck Clark                |
| 45004 | 11-May |    202 | 7/26/1995  | Louisiana Tech                 | FS               | Xavier Woods               |
| 45005 | 2-Jun  |    255 | 5/17/1994  | West Georgia                   | RB               | Alex Armah                 |
| 45006 | 3-Jun  |    242 | 1/27/1995  | Oklahoma                       | OLB              | Jordan Evans               |
| 45007 | 3-Jun  |    311 | 1/5/1994   | Oklahoma State                 | DT               | Vincent Taylor             |
| 45008 | 1-Jun  |    228 | 12/16/1994 | Boise State                    | ILB              | Tanner Vallejo             |
| 45009 | 4-Jun  |    250 | 3/28/1995  | Miami                          | DE               | Al-Quadin Muhammad         |
| 45011 | Jun-00 |    321 | 1/19/1995  | Mississippi                    | DT               | D.J. Jones                 |
| 45012 | 4-Jun  |    312 | 8/23/1993  | Wyoming                        | C                | Chase Roullier             |
| 45020 | 10-May |    200 | 7/27/1994  | Houston                        | FS               | Brandon Wilson             |
| 45021 | Jun-00 |    204 | 11/1/1994  | Auburn                         | SS               | Rudy Ford                  |
| 45030 | 4-Jun  |    307 | 8/12/1994  | Chattanooga                    | C                | Corey Levin                |
| 45033 | 3-Jun  |    258 | 4/8/1994   | Northwestern                   | DE               | Ifeadi Odenigbo            |
| 45038 | 4-Jun  |    280 | 4/22/1995  | Notre Dame                     | DE               | Isaac Rochell              |
| 45039 | Jun-00 |    215 | 1/15/1995  | East Central                   | WR               | David Moore                |
| 45042 | 2-Jun  |    205 | 10/6/1993  | Miami                          | FS               | Adrian Colbert             |
| 45045 | 2-Jun  |    229 | 2/8/1996   | Kansas State                   | OLB              | Elijah Lee                 |
| 45050 | 2-Jun  |    195 | 2/9/1996   | Virginia Tech                  | WR               | Isaiah Ford                |
| 45052 | 2-Jun  |    225 | 1/6/1996   | Ohio State                     | WR               | Noah Brown                 |
